age_group,income_group,city_tier,purchase_frequency,preowned_willingness,auth_importance,discount_threshold,trust_score,max_spend,luxe_loop_interest
45+,1L-2L,Tier 1,Frequently,Maybe,Medium,40%+,2.71,59391,0
18-24,<25K,Tier 1,Occasionally,No,Low,0%,3.22,6607,0
35-44,50K-1L,Tier 1,Occasionally,Definitely,High,10-20%,1.32,265314,1
35-44,25-50K,Tier 2,Never,Definitely,High,0%,4.16,7953,1
45+,50K-1L,Tier 1,Frequently,Maybe,Medium,40%+,2.69,49941,1
45+,<25K,Tier 2,Rarely,No,Medium,10-20%,4.2,207541,0
25-34,1L-2L,Tier 1,Occasionally,Definitely,Medium,0%,2.02,206290,0
35-44,1L-2L,Tier 1,Rarely,Definitely,Low,10-20%,2.69,278298,1
18-24,<25K,Tier 2,Never,Maybe,High,10-20%,4.15,145119,0
45+,25-50K,Tier 1,Never,No,High,40%+,4.9,93529,1
18-24,1L-2L,Tier 3,Frequently,Definitely,High,40%+,1.24,211946,1
18-24,2L+,Tier 2,Never,Maybe,Medium,10-20%,4.25,19323,0
35-44,1L-2L,Tier 2,Never,Definitely,High,0%,2.2,194802,0
35-44,2L+,Tier 2,Rarely,Definitely,Low,40%+,3.2,266092,0
45+,<25K,Tier 3,Never,Definitely,Low,10-20%,2.16,50111,0
35-44,<25K,Tier 2,Never,Maybe,High,20-40%,3.45,231325,1
35-44,1L-2L,Tier 1,Occasionally,No,Medium,20-40%,2.42,54336,1
35-44,50K-1L,Tier 1,Never,Maybe,High,40%+,2.33,21905,1
18-24,2L+,Tier 1,Occasionally,No,Low,0%,1.15,35273,1
45+,25-50K,Tier 2,Never,Definitely,Low,20-40%,1.59,130191,1
25-34,1L-2L,Tier 1,Never,No,Low,20-40%,4.67,162306,1
18-24,25-50K,Tier 2,Frequently,Definitely,High,20-40%,4.99,214957,0
35-44,1L-2L,Tier 1,Frequently,Definitely,Low,0%,4.12,71538,1
18-24,50K-1L,Tier 3,Occasionally,Maybe,Medium,0%,2.15,109570,0
35-44,50K-1L,Tier 3,Never,Definitely,High,40%+,2.61,168645,0
35-44,50K-1L,Tier 3,Rarely,Maybe,High,40%+,3.96,267025,1
18-24,50K-1L,Tier 3,Frequently,No,Low,20-40%,4.87,200392,1
45+,<25K,Tier 2,Rarely,No,Low,0%,2.82,133993,0
35-44,<25K,Tier 1,Frequently,Definitely,Medium,10-20%,4.32,278474,0
45+,2L+,Tier 3,Frequently,Maybe,High,20-40%,4.9,228112,1
25-34,25-50K,Tier 2,Never,Definitely,Low,40%+,4.49,216588,1
35-44,1L-2L,Tier 3,Frequently,Maybe,Medium,0%,1.91,177425,0
45+,1L-2L,Tier 3,Rarely,Maybe,Low,40%+,1.03,152083,1
45+,<25K,Tier 2,Frequently,Maybe,High,40%+,2.97,88537,1
25-34,1L-2L,Tier 2,Occasionally,No,Low,0%,3.13,65985,1
45+,<25K,Tier 1,Never,Maybe,High,20-40%,1.81,22044,1
45+,2L+,Tier 1,Never,No,Low,0%,2.14,127304,1
25-34,25-50K,Tier 3,Occasionally,Maybe,High,20-40%,4.06,141322,0
35-44,2L+,Tier 3,Occasionally,No,Medium,40%+,2.88,263116,1
45+,50K-1L,Tier 1,Occasionally,No,High,0%,2.27,290433,1
45+,50K-1L,Tier 1,Frequently,No,Medium,10-20%,3.49,38087,0
45+,50K-1L,Tier 2,Never,Definitely,High,20-40%,3.61,80952,0
18-24,2L+,Tier 1,Occasionally,Maybe,Medium,10-20%,4.08,226767,1
25-34,1L-2L,Tier 1,Frequently,Definitely,Low,20-40%,1.63,41368,1
18-24,25-50K,Tier 3,Occasionally,Maybe,High,0%,3.97,125648,0
25-34,50K-1L,Tier 1,Rarely,Maybe,Low,10-20%,3.4,95693,1
35-44,50K-1L,Tier 3,Rarely,Definitely,Medium,0%,1.23,63900,1
35-44,50K-1L,Tier 1,Never,No,High,20-40%,4.11,282638,1
45+,25-50K,Tier 2,Frequently,Maybe,High,20-40%,2.53,181238,0
25-34,50K-1L,Tier 1,Rarely,No,Low,20-40%,2.32,227182,1
35-44,25-50K,Tier 1,Rarely,Definitely,High,20-40%,2.79,161405,1
25-34,50K-1L,Tier 1,Frequently,No,High,40%+,2.38,102799,0
35-44,2L+,Tier 3,Occasionally,Maybe,Low,20-40%,2.35,136016,1
18-24,2L+,Tier 2,Frequently,Maybe,High,10-20%,4.23,234147,1
35-44,25-50K,Tier 1,Occasionally,Maybe,Low,20-40%,1.5,93257,1
18-24,2L+,Tier 3,Rarely,Definitely,Low,0%,4.88,53070,1
35-44,25-50K,Tier 2,Rarely,Maybe,Low,40%+,3.22,272310,0
45+,2L+,Tier 3,Rarely,Definitely,Low,10-20%,1.73,150749,0
18-24,2L+,Tier 3,Never,No,Low,40%+,1.52,192633,1
35-44,25-50K,Tier 2,Never,Maybe,Medium,40%+,3.37,42664,1
45+,1L-2L,Tier 1,Never,Maybe,Medium,40%+,3.53,268437,1
18-24,2L+,Tier 3,Frequently,Maybe,Low,0%,1.21,80276,1
45+,50K-1L,Tier 3,Rarely,No,Medium,40%+,1.97,279703,0
25-34,1L-2L,Tier 1,Rarely,Maybe,Medium,40%+,4.18,70231,0
25-34,25-50K,Tier 1,Frequently,Definitely,High,20-40%,1.2,113277,0
18-24,1L-2L,Tier 2,Never,No,Low,0%,4.42,175116,1
35-44,<25K,Tier 2,Frequently,No,Medium,10-20%,3.63,288891,1
18-24,<25K,Tier 2,Never,No,High,10-20%,2.74,242528,1
45+,2L+,Tier 1,Rarely,No,High,10-20%,2.39,267181,0
35-44,2L+,Tier 3,Occasionally,No,Low,0%,1.08,102847,0
25-34,50K-1L,Tier 3,Never,Definitely,Low,10-20%,4.3,108742,0
35-44,1L-2L,Tier 2,Rarely,No,High,0%,1.57,258437,0
25-34,<25K,Tier 1,Rarely,Maybe,Low,20-40%,2.24,53503,0
35-44,2L+,Tier 3,Occasionally,No,Low,20-40%,3.28,295351,1
35-44,1L-2L,Tier 2,Rarely,No,High,0%,1.98,150906,1
35-44,2L+,Tier 3,Rarely,No,High,10-20%,2.99,264966,1
45+,2L+,Tier 3,Never,No,Low,0%,4.24,163262,0
45+,<25K,Tier 1,Never,No,Medium,0%,2.88,77832,1
18-24,<25K,Tier 1,Occasionally,Definitely,Low,40%+,4.8,288527,1
18-24,2L+,Tier 3,Occasionally,Definitely,Medium,0%,4.39,247046,0
25-34,25-50K,Tier 2,Rarely,No,High,40%+,2.33,244101,0
45+,2L+,Tier 1,Never,Definitely,Medium,20-40%,2.6,269818,0
25-34,2L+,Tier 3,Occasionally,Maybe,High,40%+,2.69,27820,1
18-24,50K-1L,Tier 1,Occasionally,No,Low,0%,3.5,221112,0
25-34,50K-1L,Tier 1,Frequently,Maybe,Low,20-40%,2.15,48794,1
18-24,50K-1L,Tier 1,Occasionally,Maybe,High,40%+,4.88,133544,1
45+,25-50K,Tier 3,Rarely,No,High,0%,3.43,42555,0
35-44,25-50K,Tier 2,Never,Maybe,High,20-40%,2.6,191280,1
45+,2L+,Tier 2,Occasionally,Maybe,Low,40%+,3.58,299550,0
25-34,50K-1L,Tier 2,Frequently,Maybe,Low,0%,2.58,45262,0
25-34,25-50K,Tier 1,Never,No,Medium,0%,4.27,222733,1
45+,<25K,Tier 3,Occasionally,No,High,10-20%,3.27,217208,1
45+,2L+,Tier 1,Frequently,Maybe,Medium,10-20%,1.17,297428,1
18-24,1L-2L,Tier 2,Occasionally,No,Low,40%+,1.71,156243,0
25-34,2L+,Tier 2,Never,No,Medium,40%+,4.46,94023,1
25-34,1L-2L,Tier 3,Never,Maybe,Medium,40%+,3.25,212012,0
45+,50K-1L,Tier 1,Never,No,Low,0%,4.8,169772,0
35-44,1L-2L,Tier 2,Rarely,Definitely,Low,40%+,1.29,46516,1
25-34,50K-1L,Tier 3,Occasionally,No,High,0%,2.18,282721,1
35-44,<25K,Tier 1,Rarely,Definitely,Medium,40%+,1.77,260623,1
45+,1L-2L,Tier 1,Never,Maybe,Low,0%,3.22,20015,1
45+,2L+,Tier 2,Frequently,No,Low,0%,2.53,96104,0
18-24,50K-1L,Tier 2,Occasionally,Maybe,Medium,10-20%,1.63,233356,1
25-34,2L+,Tier 1,Rarely,Maybe,Low,20-40%,3.57,88190,0
35-44,25-50K,Tier 1,Occasionally,Maybe,High,0%,3.15,134516,1
18-24,50K-1L,Tier 2,Frequently,Maybe,High,40%+,2.1,178441,1
25-34,1L-2L,Tier 1,Rarely,Maybe,Medium,10-20%,2.92,139718,1
18-24,50K-1L,Tier 2,Never,No,High,40%+,3.98,92007,0
45+,2L+,Tier 1,Rarely,Definitely,Low,40%+,1.82,161978,1
25-34,<25K,Tier 2,Occasionally,No,Low,0%,2.17,222715,0
18-24,50K-1L,Tier 3,Occasionally,No,Low,0%,2.38,52728,1
18-24,1L-2L,Tier 2,Occasionally,No,Low,20-40%,3.99,282022,1
35-44,25-50K,Tier 2,Occasionally,No,Medium,0%,4.39,14145,0
18-24,<25K,Tier 3,Never,Definitely,High,0%,2.51,93578,0
25-34,25-50K,Tier 1,Rarely,No,High,20-40%,2.19,23226,1
25-34,50K-1L,Tier 3,Never,Maybe,Low,40%+,4.56,269946,1
35-44,2L+,Tier 2,Never,No,Medium,20-40%,5.0,29119,0
25-34,2L+,Tier 1,Never,No,Low,20-40%,3.68,68560,1
45+,1L-2L,Tier 3,Occasionally,Definitely,Low,20-40%,4.96,62353,0
25-34,2L+,Tier 1,Occasionally,Definitely,Medium,10-20%,3.64,250741,1
25-34,<25K,Tier 1,Occasionally,Maybe,Medium,40%+,3.93,228793,0
18-24,2L+,Tier 3,Rarely,No,Low,10-20%,2.55,76641,0
18-24,1L-2L,Tier 1,Frequently,No,High,10-20%,2.73,56712,0
25-34,50K-1L,Tier 3,Occasionally,No,Low,0%,1.58,135085,0
35-44,50K-1L,Tier 2,Rarely,Maybe,High,20-40%,4.29,120278,0
18-24,2L+,Tier 1,Occasionally,Definitely,High,20-40%,4.72,179021,1
35-44,25-50K,Tier 2,Occasionally,Maybe,Medium,10-20%,3.49,170201,1
25-34,50K-1L,Tier 2,Never,No,Medium,0%,2.37,291656,1
25-34,2L+,Tier 1,Never,Definitely,Low,0%,1.62,107077,1
45+,1L-2L,Tier 3,Never,Definitely,High,0%,2.06,215103,1
18-24,2L+,Tier 1,Rarely,Maybe,High,40%+,2.02,269208,1
25-34,50K-1L,Tier 2,Frequently,Definitely,Low,10-20%,3.45,100614,1
45+,1L-2L,Tier 2,Frequently,Definitely,Low,40%+,4.78,187639,1
18-24,2L+,Tier 3,Rarely,No,Low,0%,1.19,122639,1
25-34,<25K,Tier 1,Occasionally,No,Medium,0%,1.0,297155,0
25-34,1L-2L,Tier 2,Rarely,Definitely,Low,0%,3.4,209583,0
18-24,<25K,Tier 2,Occasionally,Definitely,Low,20-40%,2.14,15960,1
18-24,25-50K,Tier 2,Rarely,Maybe,High,10-20%,4.52,126789,0
18-24,1L-2L,Tier 3,Rarely,Maybe,Low,20-40%,2.31,288531,1
25-34,<25K,Tier 2,Rarely,Definitely,High,40%+,2.16,68960,0
25-34,50K-1L,Tier 2,Frequently,No,High,20-40%,2.08,127994,0
45+,50K-1L,Tier 1,Never,Definitely,Medium,10-20%,1.58,299772,0
35-44,25-50K,Tier 1,Rarely,Definitely,Low,20-40%,3.33,211168,1
18-24,1L-2L,Tier 2,Frequently,No,Low,0%,1.67,175307,1
25-34,1L-2L,Tier 2,Never,No,High,40%+,2.7,32949,1
25-34,1L-2L,Tier 1,Never,Maybe,Medium,40%+,2.84,158893,1
18-24,25-50K,Tier 3,Rarely,Maybe,Medium,0%,1.08,207684,0
35-44,1L-2L,Tier 3,Occasionally,Maybe,Low,0%,1.07,218065,1
18-24,50K-1L,Tier 3,Occasionally,Maybe,High,0%,3.08,262798,0
35-44,<25K,Tier 3,Occasionally,No,Low,10-20%,3.78,55701,1
25-34,50K-1L,Tier 3,Rarely,Definitely,Low,20-40%,4.77,85664,0
35-44,50K-1L,Tier 3,Occasionally,Maybe,Low,40%+,1.72,44427,0
45+,<25K,Tier 3,Frequently,Maybe,Low,20-40%,1.41,102180,0
25-34,50K-1L,Tier 3,Frequently,No,High,0%,1.21,108550,0
45+,25-50K,Tier 1,Frequently,No,Medium,0%,2.74,82952,1
18-24,<25K,Tier 3,Frequently,Definitely,Low,20-40%,3.49,71046,1
18-24,50K-1L,Tier 3,Never,Definitely,Low,40%+,4.36,111918,0
18-24,2L+,Tier 3,Frequently,No,Low,10-20%,3.73,96070,1
35-44,50K-1L,Tier 2,Occasionally,Maybe,Low,20-40%,1.83,63168,1
25-34,25-50K,Tier 1,Rarely,Maybe,Medium,0%,2.85,75246,0
18-24,1L-2L,Tier 1,Occasionally,Maybe,Medium,0%,4.64,174964,1
18-24,50K-1L,Tier 1,Frequently,Definitely,Medium,10-20%,2.31,20583,1
25-34,1L-2L,Tier 3,Never,Maybe,Medium,20-40%,2.99,160925,1
18-24,2L+,Tier 3,Frequently,Maybe,Low,10-20%,4.83,244285,0
45+,50K-1L,Tier 2,Rarely,No,High,10-20%,3.94,273803,1
25-34,<25K,Tier 1,Occasionally,Maybe,Medium,40%+,3.99,268382,0
25-34,1L-2L,Tier 3,Rarely,No,Medium,40%+,2.01,126270,0
25-34,2L+,Tier 1,Rarely,Maybe,Low,0%,2.66,20064,0
45+,<25K,Tier 2,Rarely,Definitely,Low,20-40%,1.33,167187,1
25-34,<25K,Tier 2,Occasionally,Maybe,Low,40%+,3.43,168024,1
45+,<25K,Tier 2,Frequently,Maybe,Low,0%,1.41,141692,1
25-34,<25K,Tier 1,Rarely,No,High,20-40%,4.34,104790,0
35-44,50K-1L,Tier 3,Occasionally,No,High,0%,4.26,49258,1
18-24,50K-1L,Tier 3,Never,No,Medium,40%+,3.13,140542,0
35-44,50K-1L,Tier 2,Occasionally,Maybe,High,0%,1.56,291812,1
18-24,2L+,Tier 3,Never,Maybe,Medium,20-40%,1.1,117192,0
45+,2L+,Tier 2,Occasionally,Definitely,Medium,20-40%,4.19,110481,1
35-44,2L+,Tier 1,Frequently,Maybe,High,0%,3.4,168118,1
25-34,25-50K,Tier 2,Rarely,Definitely,Medium,20-40%,3.84,207049,1
18-24,2L+,Tier 1,Frequently,No,Low,0%,2.22,252600,0
18-24,50K-1L,Tier 2,Occasionally,No,Medium,20-40%,3.04,10397,0
35-44,50K-1L,Tier 3,Rarely,No,Low,0%,3.99,88481,1
45+,25-50K,Tier 3,Never,Definitely,High,0%,2.85,158305,0
35-44,25-50K,Tier 2,Occasionally,Maybe,High,0%,3.41,205798,0
45+,2L+,Tier 3,Rarely,No,Medium,10-20%,4.16,6130,0
45+,1L-2L,Tier 3,Never,Maybe,Low,20-40%,1.86,129293,1
18-24,25-50K,Tier 3,Never,Maybe,Medium,40%+,1.26,19071,1
35-44,<25K,Tier 1,Frequently,No,High,0%,3.13,7118,1
35-44,50K-1L,Tier 3,Occasionally,Definitely,Medium,10-20%,1.25,136735,0
45+,<25K,Tier 1,Never,Maybe,Medium,40%+,4.07,67408,1
35-44,50K-1L,Tier 2,Rarely,No,Low,0%,3.88,56786,0
25-34,50K-1L,Tier 3,Never,Maybe,High,40%+,4.53,86271,0
25-34,25-50K,Tier 3,Never,Maybe,Medium,10-20%,3.56,24158,1
35-44,25-50K,Tier 3,Frequently,Maybe,Low,40%+,1.27,298231,1
35-44,<25K,Tier 2,Frequently,Maybe,Medium,0%,2.01,93114,1
45+,50K-1L,Tier 1,Rarely,Maybe,Low,40%+,4.23,189193,0
25-34,<25K,Tier 1,Frequently,Definitely,Low,40%+,1.67,24874,0
25-34,1L-2L,Tier 3,Never,Definitely,Medium,0%,3.79,244139,1
18-24,<25K,Tier 2,Never,No,High,10-20%,4.12,45821,0
45+,2L+,Tier 2,Frequently,Definitely,High,10-20%,2.32,120675,1
18-24,<25K,Tier 2,Never,Definitely,Low,40%+,2.29,127603,1
25-34,2L+,Tier 2,Never,Definitely,High,20-40%,3.23,74381,1
45+,2L+,Tier 2,Rarely,Maybe,Low,40%+,4.45,180725,1
35-44,2L+,Tier 1,Frequently,Maybe,High,20-40%,1.9,91217,1
45+,1L-2L,Tier 1,Never,No,Medium,40%+,4.77,259585,1
35-44,<25K,Tier 1,Frequently,No,High,10-20%,3.4,287487,0
35-44,<25K,Tier 3,Rarely,No,Low,40%+,4.97,216470,0
45+,1L-2L,Tier 2,Frequently,Maybe,Low,40%+,1.36,125026,1
35-44,50K-1L,Tier 3,Never,Definitely,High,20-40%,1.51,239257,1
18-24,25-50K,Tier 2,Frequently,Definitely,Medium,10-20%,4.31,58106,0
25-34,<25K,Tier 1,Never,Maybe,Low,20-40%,4.46,86227,0
35-44,25-50K,Tier 3,Never,No,Low,40%+,2.78,161100,1
18-24,1L-2L,Tier 1,Never,No,Low,0%,3.86,47135,1
35-44,50K-1L,Tier 2,Rarely,No,Low,40%+,4.47,167138,0
25-34,50K-1L,Tier 2,Frequently,Maybe,Low,40%+,1.17,124599,1
18-24,50K-1L,Tier 2,Rarely,No,Medium,20-40%,3.3,234789,0
25-34,1L-2L,Tier 1,Frequently,No,High,0%,4.41,88470,1
25-34,2L+,Tier 2,Rarely,Maybe,Medium,0%,2.59,288054,0
18-24,2L+,Tier 1,Occasionally,Definitely,Medium,20-40%,2.21,249090,1
18-24,25-50K,Tier 3,Never,Maybe,Low,10-20%,4.18,143213,1
18-24,2L+,Tier 2,Never,Maybe,Medium,0%,2.34,50950,1
45+,2L+,Tier 2,Rarely,Maybe,Low,0%,1.01,191795,0
18-24,50K-1L,Tier 2,Occasionally,Maybe,Medium,20-40%,4.84,283369,1
18-24,50K-1L,Tier 3,Never,Definitely,Low,10-20%,3.37,84711,0
18-24,25-50K,Tier 2,Frequently,No,Low,10-20%,4.28,146123,0
18-24,<25K,Tier 1,Rarely,Maybe,Medium,40%+,4.3,207500,0
35-44,25-50K,Tier 1,Never,Definitely,Medium,40%+,1.27,260284,0
45+,25-50K,Tier 2,Never,No,High,20-40%,1.68,270593,1
25-34,1L-2L,Tier 2,Rarely,No,High,10-20%,2.24,165262,1
18-24,1L-2L,Tier 3,Rarely,No,High,20-40%,2.28,105245,1
35-44,25-50K,Tier 3,Frequently,Maybe,Medium,40%+,3.64,102069,0
35-44,25-50K,Tier 3,Frequently,Maybe,Medium,20-40%,3.49,162213,1
35-44,25-50K,Tier 2,Never,No,Low,20-40%,2.98,238597,0
25-34,2L+,Tier 3,Never,No,High,0%,1.85,28908,0
18-24,1L-2L,Tier 3,Rarely,No,Low,0%,2.53,259340,0
45+,25-50K,Tier 1,Never,No,Low,0%,3.17,281156,1
45+,50K-1L,Tier 3,Never,No,Low,40%+,2.87,22412,0
35-44,50K-1L,Tier 1,Rarely,No,Low,20-40%,1.51,291801,1
25-34,2L+,Tier 1,Never,Definitely,High,0%,3.6,272800,1
25-34,2L+,Tier 3,Never,No,Low,0%,1.29,145039,1
25-34,<25K,Tier 1,Occasionally,Maybe,Medium,0%,2.51,283017,0
45+,<25K,Tier 2,Frequently,Maybe,Medium,40%+,3.84,99485,1
35-44,<25K,Tier 2,Rarely,Maybe,Medium,40%+,1.08,203879,0
18-24,2L+,Tier 3,Occasionally,No,High,20-40%,3.28,6607,0
45+,2L+,Tier 2,Frequently,Maybe,Low,20-40%,2.34,155595,0
35-44,2L+,Tier 1,Frequently,Definitely,High,20-40%,1.04,53447,0
35-44,50K-1L,Tier 2,Frequently,No,Low,0%,1.76,54757,1
18-24,2L+,Tier 3,Occasionally,Maybe,High,10-20%,4.76,265114,1
18-24,50K-1L,Tier 3,Occasionally,Definitely,High,40%+,3.08,255495,1
18-24,<25K,Tier 1,Frequently,Definitely,Low,0%,4.99,229598,1
25-34,<25K,Tier 3,Never,Maybe,High,0%,3.1,217916,0
18-24,<25K,Tier 2,Never,Definitely,Low,20-40%,3.18,272606,0
35-44,25-50K,Tier 3,Occasionally,Maybe,Medium,20-40%,2.57,167867,0
18-24,25-50K,Tier 1,Occasionally,Definitely,Medium,0%,2.24,205878,0
